01/02/2004,1108.48
01/05/2004,1122.22
01/06/2004,1123.67
01/07/2004,1126.33
01/08/2004,1131.92
01/09/2004,1121.86
01/12/2004,1127.23
01/13/2004,1121.22
01/14/2004,1130.52
01/15/2004,1132.05
01/16/2004,1139.83
01/20/2004,1138.77
01/21/2004,1147.62
01/22/2004,1143.94
01/23/2004,1141.55
01/26/2004,1155.37
01/27/2004,1144.00
01/28/2004,1128.48
01/29/2004,1134.11
01/30/2004,1131.13
02/02/2004,1135.26
02/03/2004,1136.03
02/04/2004,1126.52
02/05/2004,1128.59
02/06/2004,1142.76
02/09/2004,1139.81
02/10/2004,1145.54
02/11/2004,1157.76
02/12/2004,1152.11
02/13/2004,1145.81
02/17/2004,1155.71
02/18/2004,1151.82
02/19/2004,1147.06
02/20/2004,1144.11
02/23/2004,1140.99
02/24/2004,1139.09
02/25/2004,1143.67
02/26/2004,1144.91
02/27/2004,1144.94
03/01/2004,1155.97
03/02/2004,1149.10
03/03/2004,1151.04
03/04/2004,1154.88
03/05/2004,1156.86
03/08/2004,1147.20
03/09/2004,1140.58
03/10/2004,1123.89
03/11/2004,1106.78
03/12/2004,1120.57
03/15/2004,1104.49
03/16/2004,1110.70
03/18/2004,1122.32
03/19/2004,1109.78
03/22/2004,1095.40
03/23/2004,1093.95
03/24/2004,1091.33
03/25/2004,1109.19
03/26/2004,1108.06
03/29/2004,1122.47
03/30/2004,1127.00
03/31/2004,1126.21
04/01/2004,1132.17
04/02/2004,1141.81
04/05/2004,1150.57
04/06/2004,1148.16
04/07/2004,1140.53
04/08/2004,1139.32
04/12/2004,1145.20
04/13/2004,1129.44
04/14/2004,1128.17
04/15/2004,1128.84
04/16/2004,1134.61
04/19/2004,1135.82
04/20/2004,1118.15
04/21/2004,1124.09
04/22/2004,1139.93
04/23/2004,1140.60
04/26/2004,1135.53
04/27/2004,1138.11
04/28/2004,1122.41
04/29/2004,1113.89
04/30/2004,1107.30
05/03/2004,1117.49
05/04/2004,1119.55
05/05/2004,1121.53
05/06/2004,1113.99
05/07/2004,1098.70
05/10/2004,1087.12
05/11/2004,1095.45
05/12/2004,1097.28
05/13/2004,1096.44
05/14/2004,1095.70
05/17/2004,1084.10
05/18/2004,1091.49
05/19/2004,1088.68
05/20/2004,1089.19
05/21/2004,1093.56
05/24/2004,1095.41
05/25/2004,1113.05
05/26/2004,1114.94
05/27/2004,1121.28
05/28/2004,1120.68
06/01/2004,1121.20
06/02/2004,1124.99
06/03/2004,1116.64
06/04/2004,1122.50
06/07/2004,1140.42
06/08/2004,1142.18
06/09/2004,1131.33
06/10/2004,1136.47
06/14/2004,1125.29
06/15/2004,1132.01
06/16/2004,1133.56
06/17/2004,1132.05
06/18/2004,1135.02
06/21/2004,1130.30
06/22/2004,1134.41
06/23/2004,1144.06
06/24/2004,1140.65
06/25/2004,1134.43
06/28/2004,1133.35
06/29/2004,1136.20
06/30/2004,1140.84
07/01/2004,1128.94
07/02/2004,1125.38
07/06/2004,1116.21
07/07/2004,1118.33
07/08/2004,1109.11
07/09/2004,1112.81
07/12/2004,1114.35
07/13/2004,1115.14
07/14/2004,1111.47
07/15/2004,1106.69
07/16/2004,1101.39
07/19/2004,1100.90
07/20/2004,1108.67
07/21/2004,1093.88
07/22/2004,1096.84
07/23/2004,1086.20
07/26/2004,1084.07
07/27/2004,1094.83
07/28/2004,1095.42
07/29/2004,1100.43
07/30/2004,1101.72
08/02/2004,1106.62
08/03/2004,1099.69
08/04/2004,1098.63
08/05/2004,1080.70
08/06/2004,1063.97
08/09/2004,1065.22
08/10/2004,1079.04
08/11/2004,1075.79
08/12/2004,1063.23
08/13/2004,1064.80
08/16/2004,1079.34
08/17/2004,1081.71
08/18/2004,1095.17
08/19/2004,1091.23
08/20/2004,1098.35
08/23/2004,1095.68
08/24/2004,1096.19
08/25/2004,1104.96
08/26/2004,1105.09
08/27/2004,1107.77
08/30/2004,1099.15
08/31/2004,1104.24
09/01/2004,1105.91
09/02/2004,1118.31
09/03/2004,1113.63
09/07/2004,1121.30
09/08/2004,1116.27
09/09/2004,1118.38
09/10/2004,1123.92
09/13/2004,1125.82
09/14/2004,1128.33
09/15/2004,1120.37
09/16/2004,1123.50
09/17/2004,1128.55
09/20/2004,1122.20
09/21/2004,1129.30
09/22/2004,1113.56
09/23/2004,1108.36
09/24/2004,1110.11
09/27/2004,1103.52
09/28/2004,1110.06
09/29/2004,1114.80
09/30/2004,1114.58
10/01/2004,1131.50
10/04/2004,1135.17
10/05/2004,1134.48
10/06/2004,1142.05
10/07/2004,1130.65
10/08/2004,1122.14
10/11/2004,1124.39
10/12/2004,1121.84
10/13/2004,1113.65
10/14/2004,1103.29
10/15/2004,1108.20
10/18/2004,1114.02
10/19/2004,1103.23
10/20/2004,1103.66
10/21/2004,1106.49
10/22/2004,1095.74
10/25/2004,1094.81
10/26/2004,1111.09
10/27/2004,1125.40
10/28/2004,1127.44
10/29/2004,1130.20
11/01/2004,1130.51
11/02/2004,1130.54
11/03/2004,1143.20
11/04/2004,1161.67
11/05/2004,1166.17
11/08/2004,1164.89
11/09/2004,1164.08
11/10/2004,1162.91
11/11/2004,1173.48
11/12/2004,1184.17
11/15/2004,1183.81
11/16/2004,1175.43
11/17/2004,1181.94
11/18/2004,1183.55
11/19/2004,1170.34
11/22/2004,1177.24
11/23/2004,1176.94
11/24/2004,1181.76
11/26/2004,1182.65
11/29/2004,1178.57
11/30/2004,1173.82
12/01/2004,1191.37
12/02/2004,1190.33
12/03/2004,1191.17
12/06/2004,1190.25
12/07/2004,1177.07
12/08/2004,1182.81
12/09/2004,1189.24
12/10/2004,1188.00
12/13/2004,1198.68
12/14/2004,1203.38
12/15/2004,1205.72
12/16/2004,1203.21
12/17/2004,1194.22
12/20/2004,1194.65
12/21/2004,1205.45
12/22/2004,1209.57
12/23/2004,1210.13
12/27/2004,1204.92
12/28/2004,1213.54
12/29/2004,1213.45
12/30/2004,1213.55
12/31/2004,1211.92
